image,class_id,species,breed_id
english_cocker_spaniel_155,13,2,7
pomeranian_96,25,2,17
Egyptian_Mau_103,12,1,6
basset_hound_38,4,2,3
Bengal_24,6,1,2
american_bulldog_153,2,2,1
english_cocker_spaniel_135,13,2,7
german_shorthaired_130,15,2,9
saint_bernard_18,29,2,19
beagle_69,5,2,4
Russian_Blue_139,28,1,10
japanese_chin_200,18,2,12
great_pyrenees_157,16,2,10
great_pyrenees_41,16,2,10
beagle_173,5,2,4
pug_19,26,2,18
leonberger_130,20,2,14
american_pit_bull_terrier_40,3,2,2
pomeranian_82,25,2,17
chihuahua_20,11,2,6
basset_hound_43,4,2,3
Sphynx_157,34,1,12
Bombay_47,8,1,4
american_pit_bull_terrier_80,3,2,2
havanese_34,17,2,11
basset_hound_117,4,2,3
havanese_76,17,2,11
Abyssinian_173,1,1,1
american_bulldog_83,2,2,1
keeshond_115,19,2,13
Birman_192,7,1,3
american_bulldog_188,2,2,1
beagle_158,5,2,4
Russian_Blue_31,28,1,10
leonberger_124,20,2,14
samoyed_50,30,2,20
scottish_terrier_115,31,2,21
Sphynx_165,34,1,12
Bombay_208,8,1,4
american_bulldog_52,2,2,1
boxer_117,9,2,5
Ragdoll_142,27,1,9
english_cocker_spaniel_146,13,2,7
pug_161,26,2,18
Birman_70,7,1,3
chihuahua_114,11,2,6
Abyssinian_67,1,1,1
Siamese_120,33,1,11
Bombay_153,8,1,4
Bengal_194,6,1,2
Maine_Coon_43,21,1,7
Persian_62,24,1,8
samoyed_170,30,2,20
scottish_terrier_134,31,2,21
Persian_267,24,1,8
Sphynx_28,34,1,12
scottish_terrier_74,31,2,21
newfoundland_60,23,2,16
yorkshire_terrier_1,37,2,25
shiba_inu_1,32,2,22
Persian_183,24,1,8
miniature_pinscher_172,22,2,15
Abyssinian_88,1,1,1
Abyssinian_195,1,1,1
japanese_chin_74,18,2,12
pomeranian_40,25,2,17
Bengal_1,6,1,2
staffordshire_bull_terrier_192,35,2,23
Russian_Blue_29,28,1,10
havanese_65,17,2,11
samoyed_45,30,2,20
wheaten_terrier_21,36,2,24
american_bulldog_209,2,2,1
beagle_31,5,2,4
chihuahua_100,11,2,6
Bombay_150,8,1,4
havanese_95,17,2,11
american_bulldog_205,2,2,1
staffordshire_bull_terrier_64,35,2,23
scottish_terrier_1,31,2,21
samoyed_88,30,2,20
Birman_77,7,1,3
havanese_186,17,2,11
american_bulldog_76,2,2,1
american_pit_bull_terrier_108,3,2,2
Birman_78,7,1,3
pug_25,26,2,18
chihuahua_25,11,2,6
shiba_inu_132,32,2,22
havanese_151,17,2,11
Bengal_74,6,1,2
British_Shorthair_197,10,1,5
Abyssinian_226,1,1,1
english_cocker_spaniel_12,13,2,7
newfoundland_129,23,2,16
Abyssinian_157,1,1,1
Russian_Blue_128,28,1,10
shiba_inu_97,32,2,22
Maine_Coon_13,21,1,7
samoyed_95,30,2,20
Maine_Coon_129,21,1,7
english_cocker_spaniel_124,13,2,7
american_pit_bull_terrier_158,3,2,2
scottish_terrier_79,31,2,21
newfoundland_135,23,2,16
saint_bernard_12,29,2,19
english_setter_125,14,2,8
newfoundland_185,23,2,16
Maine_Coon_264,21,1,7
miniature_pinscher_31,22,2,15
staffordshire_bull_terrier_81,35,2,23
havanese_47,17,2,11
english_setter_199,14,2,8
Russian_Blue_124,28,1,10
Persian_135,24,1,8
havanese_54,17,2,11
english_setter_184,14,2,8
Maine_Coon_101,21,1,7
newfoundland_115,23,2,16
Egyptian_Mau_207,12,1,6
english_setter_56,14,2,8
american_pit_bull_terrier_104,3,2,2
boxer_91,9,2,5
basset_hound_106,4,2,3
yorkshire_terrier_3,37,2,25
boxer_80,9,2,5
Abyssinian_225,1,1,1
saint_bernard_10,29,2,19
beagle_146,5,2,4
Siamese_109,33,1,11
american_bulldog_149,2,2,1
Bengal_64,6,1,2
Bombay_8,8,1,4
shiba_inu_156,32,2,22
Ragdoll_166,27,1,9
shiba_inu_68,32,2,22
British_Shorthair_48,10,1,5
wheaten_terrier_122,36,2,24
miniature_pinscher_78,22,2,15
Siamese_24,33,1,11
Bengal_17,6,1,2
yorkshire_terrier_115,37,2,25
British_Shorthair_123,10,1,5
saint_bernard_173,29,2,19
Ragdoll_32,27,1,9
British_Shorthair_78,10,1,5
japanese_chin_187,18,2,12
pug_196,26,2,18
boxer_41,9,2,5
Siamese_200,33,1,11
pug_21,26,2,18
great_pyrenees_50,16,2,10
japanese_chin_186,18,2,12
scottish_terrier_112,31,2,21
Ragdoll_137,27,1,9
havanese_168,17,2,11
Ragdoll_134,27,1,9
staffordshire_bull_terrier_58,35,2,23
miniature_pinscher_76,22,2,15
Bengal_121,6,1,2
leonberger_185,20,2,14
Sphynx_246,34,1,12
Egyptian_Mau_192,12,1,6
basset_hound_36,4,2,3
havanese_68,17,2,11
keeshond_131,19,2,13
havanese_130,17,2,11
havanese_7,17,2,11
staffordshire_bull_terrier_65,35,2,23
pug_98,26,2,18
Bengal_160,6,1,2
scottish_terrier_93,31,2,21
boxer_20,9,2,5
British_Shorthair_62,10,1,5
newfoundland_199,23,2,16
beagle_81,5,2,4
english_setter_63,14,2,8
japanese_chin_110,18,2,12
Russian_Blue_174,28,1,10
saint_bernard_21,29,2,19
Bengal_99,6,1,2
american_bulldog_183,2,2,1
american_bulldog_207,2,2,1
samoyed_157,30,2,20
samoyed_80,30,2,20
american_bulldog_122,2,2,1
British_Shorthair_126,10,1,5
Russian_Blue_92,28,1,10
pomeranian_148,25,2,17
Bengal_185,6,1,2
Persian_122,24,1,8
Persian_224,24,1,8
american_pit_bull_terrier_197,3,2,2
Persian_140,24,1,8
german_shorthaired_10,15,2,9
german_shorthaired_116,15,2,9
yorkshire_terrier_124,37,2,25
scottish_terrier_80,31,2,21
Russian_Blue_160,28,1,10
saint_bernard_139,29,2,19
Siamese_117,33,1,11
Siamese_91,33,1,11
chihuahua_78,11,2,6
chihuahua_128,11,2,6
chihuahua_185,11,2,6
Abyssinian_216,1,1,1
english_setter_72,14,2,8
english_cocker_spaniel_143,13,2,7
Bombay_159,8,1,4
english_setter_89,14,2,8
japanese_chin_129,18,2,12
wheaten_terrier_42,36,2,24
Bengal_23,6,1,2
scottish_terrier_123,31,2,21
english_cocker_spaniel_81,13,2,7
Egyptian_Mau_5,12,1,6
american_bulldog_212,2,2,1
american_pit_bull_terrier_52,3,2,2
Siamese_37,33,1,11
Persian_41,24,1,8
newfoundland_57,23,2,16
american_pit_bull_terrier_140,3,2,2
boxer_170,9,2,5
Bombay_21,8,1,4
Egyptian_Mau_189,12,1,6
pug_116,26,2,18
British_Shorthair_129,10,1,5
american_pit_bull_terrier_63,3,2,2
great_pyrenees_95,16,2,10
newfoundland_158,23,2,16
pug_142,26,2,18
Maine_Coon_159,21,1,7
Ragdoll_10,27,1,9
Egyptian_Mau_144,12,1,6
english_setter_83,14,2,8
Bengal_183,6,1,2
american_bulldog_198,2,2,1
havanese_81,17,2,11
Bengal_14,6,1,2
Bombay_166,8,1,4
american_bulldog_139,2,2,1
boxer_163,9,2,5
British_Shorthair_167,10,1,5
keeshond_140,19,2,13
great_pyrenees_37,16,2,10
american_pit_bull_terrier_144,3,2,2
english_setter_93,14,2,8
samoyed_131,30,2,20
japanese_chin_100,18,2,12
Sphynx_119,34,1,12
english_cocker_spaniel_189,13,2,7
Birman_131,7,1,3
Maine_Coon_138,21,1,7
pug_139,26,2,18
samoyed_24,30,2,20
Birman_66,7,1,3
saint_bernard_50,29,2,19
samoyed_185,30,2,20
British_Shorthair_70,10,1,5
Egyptian_Mau_57,12,1,6
german_shorthaired_76,15,2,9
american_bulldog_131,2,2,1
Bombay_140,8,1,4
japanese_chin_102,18,2,12
Russian_Blue_33,28,1,10
Birman_167,7,1,3
wheaten_terrier_175,36,2,24
boxer_86,9,2,5
beagle_191,5,2,4
english_cocker_spaniel_172,13,2,7
scottish_terrier_7,31,2,21
japanese_chin_166,18,2,12
newfoundland_176,23,2,16
chihuahua_182,11,2,6
german_shorthaired_39,15,2,9
chihuahua_170,11,2,6
Ragdoll_205,27,1,9
staffordshire_bull_terrier_33,35,2,23
Maine_Coon_71,21,1,7
Siamese_82,33,1,11
chihuahua_67,11,2,6
pug_187,26,2,18
keeshond_118,19,2,13
Siamese_49,33,1,11
Persian_138,24,1,8
german_shorthaired_82,15,2,9
newfoundland_164,23,2,16
miniature_pinscher_103,22,2,15
Sphynx_243,34,1,12
newfoundland_6,23,2,16
Bengal_135,6,1,2
pomeranian_100,25,2,17
chihuahua_11,11,2,6
British_Shorthair_134,10,1,5
beagle_27,5,2,4
great_pyrenees_91,16,2,10
newfoundland_5,23,2,16
japanese_chin_197,18,2,12
american_pit_bull_terrier_74,3,2,2
British_Shorthair_28,10,1,5
British_Shorthair_57,10,1,5
Bombay_107,8,1,4
havanese_121,17,2,11
scottish_terrier_188,31,2,21
pug_125,26,2,18
saint_bernard_126,29,2,19
pug_146,26,2,18
havanese_62,17,2,11
Persian_10,24,1,8
great_pyrenees_161,16,2,10
beagle_193,5,2,4
samoyed_51,30,2,20
havanese_2,17,2,11
yorkshire_terrier_107,37,2,25
scottish_terrier_86,31,2,21
Persian_15,24,1,8
Russian_Blue_152,28,1,10
japanese_chin_127,18,2,12
Russian_Blue_14,28,1,10
Sphynx_228,34,1,12
leonberger_193,20,2,14
great_pyrenees_107,16,2,10
beagle_7,5,2,4
Bengal_90,6,1,2
pug_190,26,2,18
english_setter_133,14,2,8
german_shorthaired_69,15,2,9
japanese_chin_150,18,2,12
miniature_pinscher_59,22,2,15
British_Shorthair_71,10,1,5
shiba_inu_177,32,2,22
havanese_3,17,2,11
american_pit_bull_terrier_157,3,2,2
newfoundland_80,23,2,16
yorkshire_terrier_113,37,2,25
Persian_81,24,1,8
english_cocker_spaniel_41,13,2,7
Birman_75,7,1,3
yorkshire_terrier_80,37,2,25
British_Shorthair_97,10,1,5
staffordshire_bull_terrier_191,35,2,23
wheaten_terrier_149,36,2,24
american_bulldog_18,2,2,1
Maine_Coon_135,21,1,7
Maine_Coon_154,21,1,7
pomeranian_105,25,2,17
miniature_pinscher_135,22,2,15
chihuahua_15,11,2,6
boxer_195,9,2,5
havanese_38,17,2,11
leonberger_72,20,2,14
wheaten_terrier_43,36,2,24
miniature_pinscher_93,22,2,15
american_pit_bull_terrier_166,3,2,2
chihuahua_6,11,2,6
Siamese_147,33,1,11
english_setter_160,14,2,8
newfoundland_30,23,2,16
great_pyrenees_106,16,2,10
wheaten_terrier_44,36,2,24
Egyptian_Mau_210,12,1,6
staffordshire_bull_terrier_16,35,2,23
keeshond_121,19,2,13
Maine_Coon_18,21,1,7
Maine_Coon_93,21,1,7
american_bulldog_53,2,2,1
basset_hound_37,4,2,3
german_shorthaired_185,15,2,9
wheaten_terrier_84,36,2,24
german_shorthaired_181,15,2,9
British_Shorthair_98,10,1,5
Bombay_27,8,1,4
Siamese_66,33,1,11
boxer_180,9,2,5
american_pit_bull_terrier_155,3,2,2
Russian_Blue_36,28,1,10
boxer_167,9,2,5
Bombay_176,8,1,4
Siamese_70,33,1,11
Abyssinian_212,1,1,1
american_pit_bull_terrier_48,3,2,2
Siamese_170,33,1,11
Birman_175,7,1,3
Siamese_32,33,1,11
pug_9,26,2,18
miniature_pinscher_21,22,2,15
english_cocker_spaniel_73,13,2,7
pug_174,26,2,18
Birman_83,7,1,3
english_cocker_spaniel_134,13,2,7
shiba_inu_62,32,2,22
beagle_53,5,2,4
wheaten_terrier_136,36,2,24
pomeranian_79,25,2,17
Persian_156,24,1,8
boxer_15,9,2,5
chihuahua_162,11,2,6
Ragdoll_156,27,1,9
staffordshire_bull_terrier_9,35,2,23
Egyptian_Mau_8,12,1,6
miniature_pinscher_42,22,2,15
miniature_pinscher_181,22,2,15
Abyssinian_135,1,1,1
Russian_Blue_44,28,1,10
Persian_195,24,1,8
american_bulldog_74,2,2,1
havanese_37,17,2,11
Persian_174,24,1,8
pomeranian_166,25,2,17
Ragdoll_165,27,1,9
Egyptian_Mau_73,12,1,6
scottish_terrier_36,31,2,21
leonberger_116,20,2,14
Egyptian_Mau_175,12,1,6
Birman_150,7,1,3
pug_203,26,2,18
american_pit_bull_terrier_70,3,2,2
Siamese_146,33,1,11
Bombay_55,8,1,4
pug_7,26,2,18
Russian_Blue_244,28,1,10
staffordshire_bull_terrier_124,35,2,23
Maine_Coon_197,21,1,7
Maine_Coon_142,21,1,7
great_pyrenees_74,16,2,10
pug_23,26,2,18
Birman_28,7,1,3
keeshond_43,19,2,13
Abyssinian_167,1,1,1
english_setter_153,14,2,8
newfoundland_143,23,2,16
saint_bernard_28,29,2,19
american_pit_bull_terrier_84,3,2,2
german_shorthaired_18,15,2,9
saint_bernard_72,29,2,19
newfoundland_68,23,2,16
basset_hound_89,4,2,3
pug_33,26,2,18
Maine_Coon_84,21,1,7
pug_81,26,2,18
english_cocker_spaniel_121,13,2,7
leonberger_127,20,2,14
leonberger_190,20,2,14
Bengal_55,6,1,2
Russian_Blue_104,28,1,10
Persian_162,24,1,8
boxer_160,9,2,5
american_bulldog_57,2,2,1
keeshond_70,19,2,13
yorkshire_terrier_143,37,2,25
havanese_152,17,2,11
Maine_Coon_254,21,1,7
boxer_59,9,2,5
boxer_153,9,2,5
yorkshire_terrier_32,37,2,25
Sphynx_75,34,1,12
shiba_inu_65,32,2,22
english_cocker_spaniel_105,13,2,7
Bombay_104,8,1,4
wheaten_terrier_132,36,2,24
samoyed_104,30,2,20
yorkshire_terrier_78,37,2,25
english_setter_10,14,2,8
havanese_192,17,2,11
Russian_Blue_140,28,1,10
staffordshire_bull_terrier_82,35,2,23
Russian_Blue_111,28,1,10
Maine_Coon_70,21,1,7
german_shorthaired_50,15,2,9
chihuahua_95,11,2,6
Sphynx_108,34,1,12
British_Shorthair_190,10,1,5
Bombay_38,8,1,4
saint_bernard_193,29,2,19
Siamese_43,33,1,11
english_cocker_spaniel_125,13,2,7
basset_hound_44,4,2,3
Birman_171,7,1,3
Birman_23,7,1,3
staffordshire_bull_terrier_35,35,2,23
keeshond_176,19,2,13
beagle_2,5,2,4
Bombay_177,8,1,4
Maine_Coon_262,21,1,7
Egyptian_Mau_150,12,1,6
german_shorthaired_55,15,2,9
german_shorthaired_3,15,2,9
Birman_184,7,1,3
Bombay_201,8,1,4
english_cocker_spaniel_178,13,2,7
keeshond_45,19,2,13
Maine_Coon_91,21,1,7
japanese_chin_92,18,2,12
havanese_178,17,2,11
miniature_pinscher_198,22,2,15
great_pyrenees_178,16,2,10
american_pit_bull_terrier_200,3,2,2
yorkshire_terrier_182,37,2,25
basset_hound_32,4,2,3
Ragdoll_73,27,1,9
Bombay_117,8,1,4
Persian_257,24,1,8
Siamese_174,33,1,11
samoyed_25,30,2,20
wheaten_terrier_153,36,2,24
scottish_terrier_20,31,2,21
pomeranian_199,25,2,17
Sphynx_167,34,1,12
samoyed_130,30,2,20
Bengal_6,6,1,2
Egyptian_Mau_44,12,1,6
Bombay_157,8,1,4
leonberger_198,20,2,14
leonberger_137,20,2,14
beagle_188,5,2,4
Persian_271,24,1,8
Maine_Coon_61,21,1,7
wheaten_terrier_99,36,2,24
Birman_73,7,1,3
basset_hound_84,4,2,3
american_pit_bull_terrier_124,3,2,2
basset_hound_2,4,2,3
american_bulldog_191,2,2,1
german_shorthaired_170,15,2,9
havanese_6,17,2,11
english_cocker_spaniel_168,13,2,7
newfoundland_63,23,2,16
pug_160,26,2,18
yorkshire_terrier_104,37,2,25
chihuahua_104,11,2,6
keeshond_80,19,2,13
Maine_Coon_151,21,1,7
japanese_chin_81,18,2,12
boxer_164,9,2,5
german_shorthaired_142,15,2,9
shiba_inu_174,32,2,22
British_Shorthair_133,10,1,5
japanese_chin_136,18,2,12
Birman_63,7,1,3
saint_bernard_132,29,2,19
Abyssinian_196,1,1,1
Bengal_76,6,1,2
Maine_Coon_204,21,1,7
english_cocker_spaniel_116,13,2,7
basset_hound_116,4,2,3
Bombay_179,8,1,4
miniature_pinscher_63,22,2,15
Egyptian_Mau_188,12,1,6
pomeranian_126,25,2,17
Siamese_88,33,1,11
german_shorthaired_95,15,2,9
beagle_96,5,2,4
samoyed_92,30,2,20
Maine_Coon_92,21,1,7
american_pit_bull_terrier_72,3,2,2
Birman_71,7,1,3
Sphynx_105,34,1,12
chihuahua_134,11,2,6
pug_107,26,2,18
scottish_terrier_49,31,2,21
Birman_160,7,1,3
Maine_Coon_191,21,1,7
beagle_13,5,2,4
Sphynx_85,34,1,12
chihuahua_49,11,2,6
Abyssinian_11,1,1,1
Ragdoll_189,27,1,9
beagle_56,5,2,4
saint_bernard_94,29,2,19
yorkshire_terrier_27,37,2,25
beagle_30,5,2,4
boxer_22,9,2,5
american_pit_bull_terrier_156,3,2,2
great_pyrenees_188,16,2,10
Persian_144,24,1,8
havanese_128,17,2,11
leonberger_195,20,2,14
havanese_101,17,2,11
Persian_107,24,1,8
shiba_inu_59,32,2,22
Abyssinian_46,1,1,1
english_cocker_spaniel_71,13,2,7
keeshond_7,19,2,13
leonberger_66,20,2,14
yorkshire_terrier_128,37,2,25
pug_95,26,2,18
Egyptian_Mau_36,12,1,6
shiba_inu_109,32,2,22
basset_hound_35,4,2,3
newfoundland_69,23,2,16
newfoundland_27,23,2,16
scottish_terrier_91,31,2,21
chihuahua_160,11,2,6
Maine_Coon_194,21,1,7
Siamese_20,33,1,11
saint_bernard_118,29,2,19
chihuahua_79,11,2,6
Russian_Blue_95,28,1,10
British_Shorthair_109,10,1,5
boxer_45,9,2,5
Sphynx_5,34,1,12
english_setter_174,14,2,8
great_pyrenees_131,16,2,10
boxer_165,9,2,5
Ragdoll_169,27,1,9
Bengal_118,6,1,2
Sphynx_53,34,1,12
great_pyrenees_8,16,2,10
wheaten_terrier_47,36,2,24
english_setter_98,14,2,8
american_pit_bull_terrier_149,3,2,2
wheaten_terrier_197,36,2,24
Bengal_58,6,1,2
leonberger_108,20,2,14
Bombay_162,8,1,4
Abyssinian_206,1,1,1
saint_bernard_84,29,2,19
chihuahua_197,11,2,6
scottish_terrier_29,31,2,21
american_pit_bull_terrier_31,3,2,2
chihuahua_33,11,2,6
newfoundland_104,23,2,16
boxer_198,9,2,5
British_Shorthair_52,10,1,5
Sphynx_184,34,1,12
american_pit_bull_terrier_145,3,2,2
german_shorthaired_169,15,2,9
Ragdoll_83,27,1,9
scottish_terrier_143,31,2,21
Birman_8,7,1,3
Abyssinian_168,1,1,1
Siamese_237,33,1,11
american_pit_bull_terrier_50,3,2,2
Persian_12,24,1,8
japanese_chin_175,18,2,12
keeshond_22,19,2,13
Bengal_43,6,1,2
Maine_Coon_238,21,1,7
Maine_Coon_180,21,1,7
leonberger_109,20,2,14
great_pyrenees_173,16,2,10
boxer_108,9,2,5
american_bulldog_116,2,2,1
Birman_25,7,1,3
newfoundland_15,23,2,16
Abyssinian_129,1,1,1
Egyptian_Mau_77,12,1,6
american_bulldog_103,2,2,1
Russian_Blue_127,28,1,10
chihuahua_142,11,2,6
staffordshire_bull_terrier_69,35,2,23
leonberger_132,20,2,14
beagle_89,5,2,4
Birman_76,7,1,3
Birman_38,7,1,3
British_Shorthair_75,10,1,5
saint_bernard_55,29,2,19
boxer_151,9,2,5
english_cocker_spaniel_43,13,2,7
saint_bernard_199,29,2,19
Egyptian_Mau_125,12,1,6
german_shorthaired_133,15,2,9
Persian_255,24,1,8
english_cocker_spaniel_76,13,2,7
Bombay_156,8,1,4
german_shorthaired_94,15,2,9
Persian_56,24,1,8
Abyssinian_40,1,1,1
beagle_61,5,2,4
keeshond_8,19,2,13
chihuahua_137,11,2,6
staffordshire_bull_terrier_196,35,2,23
japanese_chin_173,18,2,12
Bengal_114,6,1,2
english_cocker_spaniel_151,13,2,7
Ragdoll_43,27,1,9
miniature_pinscher_139,22,2,15
Russian_Blue_194,28,1,10
Persian_192,24,1,8
Bengal_168,6,1,2
scottish_terrier_152,31,2,21
english_cocker_spaniel_45,13,2,7
samoyed_132,30,2,20
english_cocker_spaniel_13,13,2,7
leonberger_33,20,2,14
staffordshire_bull_terrier_167,35,2,23
miniature_pinscher_69,22,2,15
scottish_terrier_87,31,2,21
miniature_pinscher_122,22,2,15
english_setter_130,14,2,8
great_pyrenees_10,16,2,10
saint_bernard_167,29,2,19
Sphynx_179,34,1,12
Sphynx_121,34,1,12
basset_hound_79,4,2,3
american_pit_bull_terrier_125,3,2,2
shiba_inu_35,32,2,22
scottish_terrier_150,31,2,21
scottish_terrier_145,31,2,21
japanese_chin_103,18,2,12
english_setter_36,14,2,8
Bengal_44,6,1,2
Siamese_39,33,1,11
Sphynx_250,34,1,12
shiba_inu_100,32,2,22
saint_bernard_178,29,2,19
British_Shorthair_33,10,1,5
staffordshire_bull_terrier_78,35,2,23
British_Shorthair_85,10,1,5
miniature_pinscher_56,22,2,15
Egyptian_Mau_85,12,1,6
British_Shorthair_66,10,1,5
Siamese_129,33,1,11
japanese_chin_85,18,2,12
shiba_inu_133,32,2,22
basset_hound_188,4,2,3
Ragdoll_143,27,1,9
german_shorthaired_154,15,2,9
Russian_Blue_63,28,1,10
shiba_inu_14,32,2,22
Sphynx_183,34,1,12
beagle_194,5,2,4
great_pyrenees_118,16,2,10
beagle_177,5,2,4
leonberger_135,20,2,14
english_setter_44,14,2,8
keeshond_78,19,2,13
Sphynx_43,34,1,12
german_shorthaired_145,15,2,9
leonberger_36,20,2,14
wheaten_terrier_179,36,2,24
havanese_105,17,2,11
Bengal_5,6,1,2
american_pit_bull_terrier_53,3,2,2
german_shorthaired_153,15,2,9
Egyptian_Mau_190,12,1,6
Siamese_40,33,1,11
saint_bernard_100,29,2,19
Birman_113,7,1,3
chihuahua_155,11,2,6
english_cocker_spaniel_69,13,2,7
newfoundland_23,23,2,16
german_shorthaired_197,15,2,9
pomeranian_127,25,2,17
beagle_154,5,2,4
saint_bernard_147,29,2,19
Bengal_155,6,1,2
British_Shorthair_17,10,1,5
Siamese_86,33,1,11
Abyssinian_223,1,1,1
Egyptian_Mau_99,12,1,6
japanese_chin_34,18,2,12
scottish_terrier_130,31,2,21
samoyed_21,30,2,20
samoyed_28,30,2,20
american_bulldog_60,2,2,1
Bengal_148,6,1,2
chihuahua_77,11,2,6
chihuahua_153,11,2,6
basset_hound_128,4,2,3
japanese_chin_70,18,2,12
leonberger_179,20,2,14
wheaten_terrier_78,36,2,24
Russian_Blue_28,28,1,10
Egyptian_Mau_62,12,1,6
Siamese_114,33,1,11
Siamese_90,33,1,11
Siamese_157,33,1,11
Russian_Blue_1,28,1,10
leonberger_6,20,2,14
Siamese_150,33,1,11
Sphynx_93,34,1,12
great_pyrenees_181,16,2,10
basset_hound_52,4,2,3
Bombay_213,8,1,4
havanese_98,17,2,11
Birman_20,7,1,3
english_setter_140,14,2,8
Russian_Blue_20,28,1,10
Bombay_115,8,1,4
boxer_68,9,2,5
saint_bernard_4,29,2,19
pug_56,26,2,18
Birman_182,7,1,3
basset_hound_13,4,2,3
miniature_pinscher_190,22,2,15
scottish_terrier_182,31,2,21
Egyptian_Mau_126,12,1,6
chihuahua_145,11,2,6
great_pyrenees_84,16,2,10
american_pit_bull_terrier_154,3,2,2
samoyed_153,30,2,20
english_setter_115,14,2,8
British_Shorthair_277,10,1,5
Abyssinian_160,1,1,1
Bengal_21,6,1,2
Persian_32,24,1,8
yorkshire_terrier_169,37,2,25
great_pyrenees_149,16,2,10
wheaten_terrier_195,36,2,24
beagle_40,5,2,4
keeshond_188,19,2,13
Bombay_46,8,1,4
english_cocker_spaniel_192,13,2,7
scottish_terrier_42,31,2,21
samoyed_121,30,2,20
chihuahua_121,11,2,6
Ragdoll_33,27,1,9
american_pit_bull_terrier_69,3,2,2
Persian_67,24,1,8
newfoundland_28,23,2,16
great_pyrenees_29,16,2,10
boxer_181,9,2,5
basset_hound_15,4,2,3
pomeranian_74,25,2,17
Sphynx_162,34,1,12
american_bulldog_134,2,2,1
basset_hound_170,4,2,3
scottish_terrier_129,31,2,21
Ragdoll_227,27,1,9
havanese_104,17,2,11
pomeranian_95,25,2,17
Bengal_158,6,1,2
Egyptian_Mau_108,12,1,6
german_shorthaired_100,15,2,9
keeshond_29,19,2,13
miniature_pinscher_22,22,2,15
yorkshire_terrier_155,37,2,25
american_bulldog_121,2,2,1
scottish_terrier_83,31,2,21
Abyssinian_102,1,1,1
Egyptian_Mau_96,12,1,6
beagle_144,5,2,4
British_Shorthair_74,10,1,5
staffordshire_bull_terrier_141,35,2,23
japanese_chin_15,18,2,12
Bombay_169,8,1,4
great_pyrenees_58,16,2,10
Egyptian_Mau_171,12,1,6
chihuahua_106,11,2,6
scottish_terrier_164,31,2,21
leonberger_67,20,2,14
havanese_25,17,2,11
great_pyrenees_99,16,2,10
boxer_196,9,2,5
beagle_34,5,2,4
Russian_Blue_168,28,1,10
pug_40,26,2,18
shiba_inu_130,32,2,22
pomeranian_178,25,2,17
Egyptian_Mau_119,12,1,6
leonberger_46,20,2,14
english_setter_67,14,2,8
Egyptian_Mau_30,12,1,6
english_cocker_spaniel_40,13,2,7
Siamese_46,33,1,11
german_shorthaired_188,15,2,9
great_pyrenees_163,16,2,10
basset_hound_133,4,2,3
Persian_6,24,1,8
newfoundland_118,23,2,16
British_Shorthair_173,10,1,5
english_setter_106,14,2,8
beagle_143,5,2,4
keeshond_55,19,2,13
shiba_inu_203,32,2,22
english_cocker_spaniel_94,13,2,7
saint_bernard_22,29,2,19
keeshond_2,19,2,13
american_bulldog_173,2,2,1
great_pyrenees_122,16,2,10
pug_154,26,2,18
great_pyrenees_139,16,2,10
Russian_Blue_204,28,1,10
wheaten_terrier_141,36,2,24
havanese_187,17,2,11
miniature_pinscher_75,22,2,15
american_pit_bull_terrier_150,3,2,2
boxer_109,9,2,5
chihuahua_126,11,2,6
Bombay_172,8,1,4
japanese_chin_128,18,2,12
British_Shorthair_195,10,1,5
Egyptian_Mau_40,12,1,6
scottish_terrier_22,31,2,21
english_cocker_spaniel_63,13,2,7
leonberger_184,20,2,14
samoyed_71,30,2,20
British_Shorthair_139,10,1,5
german_shorthaired_16,15,2,9
Ragdoll_174,27,1,9
staffordshire_bull_terrier_12,35,2,23
samoyed_167,30,2,20
chihuahua_68,11,2,6
Egyptian_Mau_197,12,1,6
Ragdoll_160,27,1,9
Sphynx_244,34,1,12
wheaten_terrier_182,36,2,24
japanese_chin_142,18,2,12
Maine_Coon_219,21,1,7
english_setter_187,14,2,8
British_Shorthair_185,10,1,5
samoyed_48,30,2,20
scottish_terrier_99,31,2,21
pug_2,26,2,18
Persian_106,24,1,8
saint_bernard_9,29,2,19
boxer_148,9,2,5
chihuahua_21,11,2,6
Sphynx_242,34,1,12
japanese_chin_61,18,2,12
Bengal_28,6,1,2
havanese_155,17,2,11
Bombay_26,8,1,4
Ragdoll_201,27,1,9
Bengal_119,6,1,2
Egyptian_Mau_199,12,1,6
staffordshire_bull_terrier_20,35,2,23
pomeranian_188,25,2,17
american_pit_bull_terrier_87,3,2,2
beagle_98,5,2,4
Abyssinian_57,1,1,1
english_cocker_spaniel_65,13,2,7
wheaten_terrier_180,36,2,24
yorkshire_terrier_60,37,2,25
boxer_93,9,2,5
miniature_pinscher_185,22,2,15
keeshond_137,19,2,13
Maine_Coon_146,21,1,7
Russian_Blue_220,28,1,10
Bombay_43,8,1,4
american_pit_bull_terrier_204,3,2,2
Bombay_155,8,1,4
Ragdoll_254,27,1,9
staffordshire_bull_terrier_54,35,2,23
boxer_122,9,2,5
Bengal_188,6,1,2
Maine_Coon_41,21,1,7
Persian_78,24,1,8
english_setter_190,14,2,8
saint_bernard_3,29,2,19
Egyptian_Mau_56,12,1,6
Ragdoll_151,27,1,9
german_shorthaired_103,15,2,9
scottish_terrier_76,31,2,21
Sphynx_189,34,1,12
